nombre,categoria,label,telefono,website,email,direccion,lat,lng,whatsapp_outreach,estado_directorio,notas,places_encontrado,telefono_places,website_places,horario,rating,total_reseñas
Autozone Santiago,automotriz,Gasolineras & Mecánicos,+52 81 2285 5088,,,,25.424013,-100.148297,https://wa.me/528122855088?text=Hola%2C%20Autozone%20Santiago%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2285 5088,https://www.autozone.com.mx/ubicaciones/nuevo-le%C3%B3n/monterrey/carretera-nacional-209-col-centro.html?cmpid=LOC:MX:ES:AZ:NL:1000000:GEN:7517,Monday: 7:30 AM – 9:30 PM | Tuesday: 7:30 AM – 9:30 PM | Wednesday: 7:30 AM – 9:30 PM,4.6,369
Banamex,bancos,Bancos & ATMs,+52 55 1226 2639,,,,25.403728,-100.133476,https://wa.me/525512262639?text=Hola%2C%20Banamex%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 55 1226 2639,https://www.banamex.com/?ecid=PU-GMB-D-MX-GN-P-ES-CT-GMBORGANICO-PBS_312-DG-ZZ-DP-GOOGLEMYBUSINESS_HOME&empresa=312&pos=75234,Monday: 9:00 AM – 4:00 PM | Tuesday: 9:00 AM – 4:00 PM | Wednesday: 9:00 AM – 4:00 PM,3,2
Bancomer,bancos,Bancos & ATMs,+52 55 5226 2663,,,,25.405044,-100.133502,https://wa.me/525552262663?text=Hola%2C%20Bancomer%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 55 5226 2663,https://www.bbva.mx/,Monday: 8:30 AM – 4:00 PM | Tuesday: 8:30 AM – 4:00 PM | Wednesday: 8:30 AM – 4:00 PM,3.2,12
Banorte,bancos,Bancos & ATMs,+52 81 2285 4024,,,,25.401834,-100.132509,https://wa.me/528122854024?text=Hola%2C%20Banorte%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2285 4024,https://www.banorte.com/banortemovil/,Monday: 9:00 AM – 4:00 PM | Tuesday: 9:00 AM – 4:00 PM | Wednesday: 9:00 AM – 4:00 PM,2.6,9
Benavides,farmacia,Farmacias,+52 81 8126 0000,,,,25.425244,-100.148821,https://wa.me/528181260000?text=Hola%2C%20Benavides%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8126 0000,https://www.benavides.com.mx/,Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM,3,2
C.S.R. El Barrial,salud,Médicos & Salud,,,,,25.476824,-100.185467,,pendiente,,si,,http://www.saludnl.gob.mx/drupal/centro-de-salud-el-barrial,Monday: 8:00 AM – 3:30 PM | Tuesday: 8:00 AM – 3:30 PM | Wednesday: 8:00 AM – 3:30 PM,1,1
Carpinteria Gustavo,tiendas,Tiendas & Artesanías,+52 81 1629 2140,,,,25.460505,-100.169628,https://wa.me/528116292140?text=Hola%2C%20Carpinteria%20Gustavo%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 1629 2140,https://carpinteria-dominguez.ueniweb.com/?utm_campaign=gmb,,2,9
Carpinteria JL,tiendas,Tiendas & Artesanías,+52 81 1629 2140,,,,25.448239,-100.160509,https://wa.me/528116292140?text=Hola%2C%20Carpinteria%20JL%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 1629 2140,https://carpinteria-dominguez.ueniweb.com/?utm_campaign=gmb,,2,9
Casa de la Cultura y Museo Santiago,cultura,Historia & Cultura,+52 81 2285 0060,,,,25.424049,-100.152043,https://wa.me/528122850060?text=Hola%2C%20Casa%20de%20la%20Cultura%20y%20Museo%20Santiago%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2285 0060,,,4.6,105
Cascada El Salto,cultura,Historia & Cultura,,,,,25.390945,-100.240028,,pendiente,,si,,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,4.7,257
Centro de Salud El Cercado,salud,Médicos & Salud,+52 81 2285 3399,,,Calzada del Obrero Textil,25.404395,-100.139653,https://wa.me/528122853399?text=Hola%2C%20Centro%20de%20Salud%20El%20Cercado%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2285 3399,,Monday: 8:00 AM – 3:30 PM | Tuesday: 8:00 AM – 3:30 PM | Wednesday: 8:00 AM – 3:30 PM,5,1
Centro de salud San Francisco,salud,Médicos & Salud,+52 81 2285 1139,,,Calle Galeana 152,25.417594,-100.162267,https://wa.me/528122851139?text=Hola%2C%20Centro%20de%20salud%20San%20Francisco%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2285 1139,,Monday: 8:30 AM – 3:30 PM | Tuesday: 8:30 AM – 3:30 PM | Wednesday: 8:30 AM – 3:30 PM,2.3,3
Clinica Shock Trauma Santiago,salud,Médicos & Salud,+52 81 8361 0058,,,,25.369972,-100.104219,https://wa.me/528183610058?text=Hola%2C%20Clinica%20Shock%20Trauma%20Santiago%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8361 0058,https://coronavirus.gob.mx/contacto/,,3.1,8
Comercial Treviño,tiendas,Tiendas & Artesanías,,,,,25.441599,-100.156039,,pendiente,,si,,http://comercialtrevino.com/,Monday: 7:00 AM – 8:00 PM | Tuesday: 7:00 AM – 8:00 PM | Wednesday: 7:00 AM – 8:00 PM,4.4,298
Distribuidora Almaguer,automotriz,Gasolineras & Mecánicos,+52 81 2285 0997,,,,25.387305,-100.116644,https://wa.me/528122850997?text=Hola%2C%20Distribuidora%20Almaguer%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2285 0997,https://www.materialesalmaguer.com/sucursales/,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM,4.9,20
Distribuidora Almaguer,automotriz,Gasolineras & Mecánicos,+52 81 2285 0997,,,,25.387406,-100.116427,https://wa.me/528122850997?text=Hola%2C%20Distribuidora%20Almaguer%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2285 0997,https://www.materialesalmaguer.com/sucursales/,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM,4.9,20
Don Despensa,tiendas,Tiendas & Artesanías,,,,,25.404975,-100.134884,,pendiente,,si,,,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM,3.9,283
El Charro,restaurantes,Restaurantes,+52 81 2285 0957,,,,25.377498,-100.111529,https://wa.me/528122850957?text=Hola%2C%20El%20Charro%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2285 0957,,Monday: 7:00 AM – 9:30 PM | Tuesday: 7:00 AM – 9:30 PM | Wednesday: 7:00 AM – 9:30 PM,4.4,3032
El Chiquilin,tiendas,Tiendas & Artesanías,+52 81 2285 1834,,,,25.404145,-100.134995,https://wa.me/528122851834?text=Hola%2C%20El%20Chiquilin%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2285 1834,,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM,4.4,562
El Mercadito,tiendas,Tiendas & Artesanías,,,,Eduardo W. Pineda,25.40208,-100.128055,,pendiente,,si,,,Monday: Closed | Tuesday: 8:00 AM – 2:00 PM | Wednesday: Closed,,
El Pollo Loco Santiago,restaurantes,Restaurantes,+52 800 999 5626,,,Carretera Nacional 209,25.424073,-100.148016,https://wa.me/528009995626?text=Hola%2C%20El%20Pollo%20Loco%20Santiago%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 800 999 5626,http://www.elpolloloco.com.mx/,Monday: 10:00 AM – 8:00 PM | Tuesday: 10:00 AM – 8:00 PM | Wednesday: 10:00 AM – 8:00 PM,4.2,1262
Elotes Miguel,restaurantes,Restaurantes,,,,Calle Huajuquito 250,25.443931,-100.160976,,pendiente,,si,,https://www.facebook.com/profile.php?id=100063632523894,Monday: Closed | Tuesday: Closed | Wednesday: Closed,4.8,46
Estetica Marcela,belleza,Salones & Estéticas,,,,,25.47509,-100.189554,,pendiente,,si,,,,,
Farmacia Gudalajara,farmacia,Farmacias,+52 81 2450 2446,,,,25.36397,-100.102834,https://wa.me/528124502446?text=Hola%2C%20Farmacia%20Gudalajara%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2450 2446,https://www.farmaciasguadalajara.com.mx/,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,4.2,26
Farmacias Benavides,farmacia,Farmacias,+52 81 8126 0000,,,,25.405172,-100.134592,https://wa.me/528181260000?text=Hola%2C%20Farmacias%20Benavides%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 8126 0000,https://www.benavides.com.mx/,Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM,4,17
Ferreteria El Cercado,servicios,Servicios & Delivery,+52 81 2285 4040,,,,25.401764,-100.133383,https://wa.me/528122854040?text=Hola%2C%20Ferreteria%20El%20Cercado%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2285 4040,https://www.facebook.com/ferreteriaelcercado,Monday: 8:00 AM – 7:00 PM | Tuesday: 8:00 AM – 7:00 PM | Wednesday: 8:00 AM – 7:00 PM,4.6,460
Ferretería El Negrito,servicios,Servicios & Delivery,+528122139048,,ferreteriaelnegrito@eninfinitum.com,Allende 104,25.47334,-100.192321,https://wa.me/528122139048?text=Hola%2C%20Ferreter%C3%ADa%20El%20Negrito%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2213 9048,http://www.facebook.com/ferreteriaelnegrito,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM,4.5,14
Gorditas Doña Tota,restaurantes,Restaurantes,,,,Carretera Nacional,25.492611,-100.186757,,pendiente,,si,,,,2.6,5
Hanuman,cafes,Cafés & Panaderías,+52 614 227 5896,,,,25.378348,-100.236825,https://wa.me/526142275896?text=Hola%2C%20Hanuman%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 614 227 5896,,Monday: 8:00 AM – 7:00 PM | Tuesday: 8:00 AM – 7:00 PM | Wednesday: 8:00 AM – 7:00 PM,4.7,279
Hotel Hacienda Cola de Caballo,hospedaje,Hospedaje,+52 81 2285 0660,,,Carretera A La Cola De Caballo,25.36898,-100.160246,https://wa.me/528122850660?text=Hola%2C%20Hotel%20Hacienda%20Cola%20de%20Caballo%21%20%F0%9F%91%8B%20Soy%20del%20Hotel%20El%20Encino%20de%20Santiago%2C%20N.L.%20Estamos%20creando%20un%20directorio%20tur%C3%ADstico%20gratuito%20para%20apoyar%20a%20los%20negocios%20locales%20del%20municipio.%20Me%20gustar%C3%ADa%20incluirlos%20con%20su%20informaci%C3%B3n%2C%20foto%20y%20ubicaci%C3%B3n%20en%20el%20mapa.%20%C2%BFLes%20interesa%3F%20%C2%A1Es%20completamente%20gratis%21%20%F0%9F%99%8F,pendiente,,si,+52 81 2285 0660,http://www.hotelhaciendacoladecaballo.com/,,4.2,2864
